REGION,TIMESLICE,FUEL,YEAR,VALUE
"STC","TM54","RESELC",2040,0.000740270511660984
"STC","TM54","RESELC",2041,0.000748758952901994
"STC","TM54","RESELC",2042,0.000757348612388988
"STC","TM54","RESELC",2043,0.000766040751002178
"STC","TM54","RESELC",2044,0.000776400001518429
"STC","TM54","RESELC",2045,0.00078675925203468
"STC","TM54","RESELC",2046,0.000797118502550931
"STC","TM54","RESELC",2047,0.000807477753067182
"STC","TM54","RESELC",2048,0.000817837003583433
"STC","TM54","RESELC",2049,0.000828196254099684
"STC","TM54","RESELC",2050,0.000828286059205818
"STC","TM54","TX",2025,4.899526724406e-05
"STC","TM54","TX",2026,5.634962413465e-05
"STC","TM54","TX",2027,6.361120802511e-05
"STC","TM54","TX",2028,7.090812460242e-05
"STC","TM54","TX",2029,7.823277345042e-05
"STC","TM54","TX",2030,8.416166976794e-05
"STC","TM54","TX",2031,8.820579739842e-05
"STC","TM54","TX",2032,9.18585120042e-05
"STC","TM54","TX",2033,9.542495684204e-05
"STC","TM54","TX",2034,9.851281087292e-05
"STC","TM54","TX",2035,0.00010137432972323
"STC","TM54","TX",2036,0.00010391153612558
"STC","TM54","TX",2037,0.00010631392762403
"STC","TM54","TX",2038,0.00010829516442503
"STC","TM54","TX",2039,0.00011026412621763
"STC","TM54","TX",2040,0.00011187388847504
"STC","TM54","TX",2041,0.0001139079162197
"STC","TM54","TX",2042,0.00011594193976059
"STC","TM54","TX",2043,0.00011797596750525
"STC","TM54","TX",2044,0.00012000999104614
"STC","TM54","TX",2045,0.0001220440187908
"STC","TM54","TX",2046,0.00012407804233169
"STC","TM54","TX",2047,0.00012611207007635
"STC","TM54","TX",2048,0.00012814609361724
"STC","TM54","TX",2049,0.0001301801213619
"STC","TM54","TX",2050,0.00013221414910656
"STC","TM55","COMELC",2019,0.000910243128920736
"STC","TM55","COMELC",2020,0.000611776093350768
"STC","TM55","COMELC",2021,0.000651333348152178
"STC","TM55","COMELC",2022,0.000947277939719778
"STC","TM55","COMELC",2023,0.000971229609442776
"STC","TM55","COMELC",2024,0.00100736870764933
"STC","TM55","COMELC",2025,0.00104356419771749
"STC","TM55","COMELC",2026,0.00107900561056651
"STC","TM55","COMELC",2027,0.0011144470106831
"STC","TM55","COMELC",2028,0.00114988842353212
"STC","TM55","COMELC",2029,0.00118532983638113
"STC","TM55","COMELC",2030,0.00122077124923014
"STC","TM55","COMELC",2031,0.00122699844373409
"STC","TM55","COMELC",2032,0.0012332878997425
"STC","TM55","COMELC",2033,0.00123964025387606
"STC","TM55","COMELC",2034,0.00124605614275549
"STC","TM55","COMELC",2035,0.00125253617753665
"STC","TM55","COMELC",2036,0.00125908100757266
"STC","TM55","COMELC",2037,0.00126569129494904
"STC","TM55","COMELC",2038,0.00127236768901891
"STC","TM55","COMELC",2039,0.00127911083913538
"STC","TM55","COMELC",2040,0.0012859214328488
"STC","TM55","COMELC",2041,0.0012928001195123
"STC","TM55","COMELC",2042,0.00129974759940865
"STC","TM55","COMELC",2043,0.00130676454735577
"STC","TM55","COMELC",2044,0.001324436068465
"STC","TM55","COMELC",2045,0.00134210757684181
"STC","TM55","COMELC",2046,0.00135977909795103
"STC","TM55","COMELC",2047,0.00137745060632784
"STC","TM55","COMELC",2048,0.00139512212743706
"STC","TM55","COMELC",2049,0.00141279363581387
"STC","TM55","COMELC",2050,0.00141289884375076
"STC","TM55","RESELC",2019,0.000583367582163624
"STC","TM55","RESELC",2020,0.000596248659829488
"STC","TM55","RESELC",2021,0.00060950014888344
"STC","TM55","RESELC",2022,0.000623136513347784
"STC","TM55","RESELC",2023,0.00063286438322172
"STC","TM55","RESELC",2024,0.000657682862957424
"STC","TM55","RESELC",2025,0.000683130922368186
"STC","TM55","RESELC",2026,0.000701182327781514
"STC","TM55","RESELC",2027,0.00071928570690879
"STC","TM55","RESELC",2028,0.000737441441722434
"STC","TM55","RESELC",2029,0.000755649901462452
"STC","TM55","RESELC",2030,0.000773911468101264
"STC","TM55","RESELC",2031,0.00078274590448482
"STC","TM55","RESELC",2032,0.000791685179565252
"STC","TM55","RESELC",2033,0.00080073056658396
"STC","TM55","RESELC",2034,0.000809883402444414
"STC","TM55","RESELC",2035,0.000819144998585256
"STC","TM55","RESELC",2036,0.000828516717374784
"STC","TM55","RESELC",2037,0.000837999921181296
"STC","TM55","RESELC",2038,0.00084759597237309
"STC","TM55","RESELC",2039,0.000857306296980534
"STC","TM55","RESELC",2040,0.000867132295569168
"STC","TM55","RESELC",2041,0.000877075419634188
"STC","TM55","RESELC",2042,0.000887137107938376
"STC","TM55","RESELC",2043,0.000897318837441756
"STC","TM55","RESELC",2044,0.000909453375477558
"STC","TM55","RESELC",2045,0.00092158791351336
"STC","TM55","RESELC",2046,0.000933722451549162
"STC","TM55","RESELC",2047,0.000945856989584964
"STC","TM55","RESELC",2048,0.000957991527620766
"STC","TM55","RESELC",2049,0.000970126065656568
"STC","TM55","RESELC",2050,0.000970231260861036
"STC","TM55","TX",2025,0.00011273170231635
"STC","TM55","TX",2026,0.000129653115717125
"STC","TM55","TX",2027,0.000146361070577475
"STC","TM55","TX",2028,0.00016315032132945
"STC","TM55","TX",2029,0.00018000338040945
"STC","TM55","TX",2030,0.00019364499545365
"STC","TM55","TX",2031,0.00020295000423945
"STC","TM55","TX",2032,0.0002113544228445
"STC","TM55","TX",2033,0.0002195603459959
"STC","TM55","TX",2034,0.0002266650942907
"STC","TM55","TX",2035,0.000233249074935175
"STC","TM55","TX",2036,0.00023908685505055
"STC","TM55","TX",2037,0.000244614443703175
"STC","TM55","TX",2038,0.000249173010475675
"STC","TM55","TX",2039,0.000253703334059175
"STC","TM55","TX",2040,0.0002574071864884
"STC","TM55","TX",2041,0.00026208721831825
"STC","TM55","TX",2042,0.000266767240475775
"STC","TM55","TX",2043,0.000271447272305625
"STC","TM55","TX",2044,0.00027612729446315
"STC","TM55","TX",2045,0.000280807326293
"STC","TM55","TX",2046,0.000285487348450525
"STC","TM55","TX",2047,0.000290167380280375
"STC","TM55","TX",2048,0.0002948474024379
"STC","TM55","TX",2049,0.00029952743426775
"STC","TM55","TX",2050,0.0003042074660976
"STC","TM56","COMELC",2019,0.000585950747596864
"STC","TM56","COMELC",2020,0.000393818583048032
"STC","TM56","COMELC",2021,0.000419282771996372
"STC","TM56","COMELC",2022,0.000609791163838772
"STC","TM56","COMELC",2023,0.000625209570563824
"STC","TM56","COMELC",2024,0.000648473389799368
"STC","TM56","COMELC",2025,0.000671773510164156
"STC","TM56","COMELC",2026,0.000694588208451844
"STC","TM56","COMELC",2027,0.000717402898543296
"STC","TM56","COMELC",2028,0.000740217596830984
"STC","TM56","COMELC",2029,0.000763032295118672
"STC","TM56","COMELC",2030,0.00078584699340636
"STC","TM56","COMELC",2031,0.000789855624901712
"STC","TM56","COMELC",2032,0.000793904335991104
"STC","TM56","COMELC",2033,0.000797993536486336
"STC","TM56","COMELC",2034,0.000802123636199208
"STC","TM56","COMELC",2035,0.000806295028549048
"STC","TM56","COMELC",2036,0.000810508131543892
"STC","TM56","COMELC",2037,0.000814763371388012
"STC","TM56","COMELC",2038,0.000819061166089444
"STC","TM56","COMELC",2039,0.000823401933656224
"STC","TM56","COMELC",2040,0.000827786116685096
"STC","TM56","COMELC",2041,0.000832214133184096
"STC","TM56","COMELC",2042,0.000836686433946204
"STC","TM56","COMELC",2043,0.000841203453371928
"STC","TM56","COMELC",2044,0.000852579140456104
"STC","TM56","COMELC",2045,0.000863954819344044
"STC","TM56","COMELC",2046,0.00087533050642822
"STC","TM56","COMELC",2047,0.00088670618531616
"STC","TM56","COMELC",2048,0.000898081872400336
"STC","TM56","COMELC",2049,0.000909457551288276
"STC","TM56","COMELC",2050,0.000909525276786344
"STC","TM56","RESELC",2019,0.000375531174069776
"STC","TM56","RESELC",2020,0.000383823109321312
"STC","TM56","RESELC",2021,0.00039235348947056
"STC","TM56","RESELC",2022,0.000401131625441616
"STC","TM56","RESELC",2023,0.00040739374645528
"STC","TM56","RESELC",2024,0.000423370144730976
"STC","TM56","RESELC",2025,0.000439751822288164
"STC","TM56","RESELC",2026,0.000451372052269636
"STC","TM56","RESELC",2027,0.00046302573928646
"STC","TM56","RESELC",2028,0.000474713129225716
"STC","TM56","RESELC",2029,0.000486434459778248
"STC","TM56","RESELC",2030,0.000498189976831136
"STC","TM56","RESELC",2031,0.00050387696796468
"STC","TM56","RESELC",2032,0.000509631446905448
"STC","TM56","RESELC",2033,0.00051545423327704
"STC","TM56","RESELC",2034,0.000521346187684236
"STC","TM56","RESELC",2035,0.000527308154339344
"STC","TM56","RESELC",2036,0.000533341010239616
"STC","TM56","RESELC",2037,0.000539445632382304
"STC","TM56","RESELC",2038,0.00054562289776466
"STC","TM56","RESELC",2039,0.000551873724365116
"STC","TM56","RESELC",2040,0.000558199013769632
"STC","TM56","RESELC",2041,0.000564599700349112
"STC","TM56","RESELC",2042,0.000571076710278224
"STC","TM56","RESELC",2043,0.000577630994320344
"STC","TM56","RESELC",2044,0.000585442359666492
"STC","TM56","RESELC",2045,0.00059325372501264
"STC","TM56","RESELC",2046,0.000601065090358788
"STC","TM56","RESELC",2047,0.000608876455704936
"STC","TM56","RESELC",2048,0.000616687821051084
"STC","TM56","RESELC",2049,0.000624499186397232
"STC","TM56","RESELC",2050,0.000624566903699064
"STC","TM56","TX",2025,0.000220095238876992
"STC","TM56","TX",2026,0.00025313228567088
"STC","TM56","TX",2027,0.000285752580056352
"STC","TM56","TX",2028,0.000318531594999744
"STC","TM56","TX",2029,0.000351435188113344
"STC","TM56","TX",2030,0.000378068818761408
"STC","TM56","TX",2031,0.000396235741546944
"STC","TM56","TX",2032,0.00041264436913344
"STC","TM56","TX",2033,0.000428665457958528
"STC","TM56","TX",2034,0.000442536633865344
"STC","TM56","TX",2035,0.000455391072882336
"STC","TM56","TX",2036,0.000466788644129856
"STC","TM56","TX",2037,0.000477580603444896
"STC","TM56","TX",2038,0.000486480662808096
"STC","TM56","TX",2039,0.000495325580704416
"STC","TM56","TX",2040,0.000502556911984128
"STC","TM56","TX",2041,0.00051169411742304
"STC","TM56","TX",2042,0.000520831303977888
"STC","TM56","TX",2043,0.0005299685094168
"STC","TM56","TX",2044,0.000539105695971648
"STC","TM56","TX",2045,0.00054824290141056
"STC","TM56","TX",2046,0.000557380087965408
"STC","TM56","TX",2047,0.00056651729340432
"STC","TM56","TX",2048,0.000575654479959168
"STC","TM56","TX",2049,0.00058479168539808
"STC","TM56","TX",2050,0.000593928890836992
"STC","TM57","COMELC",2019,0.000305014684971152
"STC","TM57","COMELC",2020,0.000205000934868376
"STC","TM57","COMELC",2021,0.000218256232522621
"STC","TM57","COMELC",2022,0.000317424733220821
"STC","TM57","COMELC",2023,0.000325450732827932
"STC","TM57","COMELC",2024,0.000337560635451074
"STC","TM57","COMELC",2025,0.000349689434504583
"STC","TM57","COMELC",2026,0.000361565548733417
"STC","TM57","COMELC",2027,0.000373441658695728
"STC","TM57","COMELC",2028,0.000385317772924562
"STC","TM57","COMELC",2029,0.000397193887153396
"STC","TM57","COMELC",2030,0.00040907000138223
"STC","TM57","COMELC",2031,0.000411156680984116
"STC","TM57","COMELC",2032,0.000413264223883472
"STC","TM57","COMELC",2033,0.000415392843406448
"STC","TM57","COMELC",2034,0.000417542752879194
"STC","TM57","COMELC",2035,0.000419714157094814
"STC","TM57","COMELC",2036,0.000421907273645981
"STC","TM57","COMELC",2037,0.000424122324391891
"STC","TM57","COMELC",2038,0.000426359526925217
"STC","TM57","COMELC",2039,0.000428619098838632
"STC","TM57","COMELC",2040,0.000430901270524378
"STC","TM57","COMELC",2041,0.000433206259575128
"STC","TM57","COMELC",2042,0.000435534300649647
"STC","TM57","COMELC",2043,0.000437885619873654
"STC","TM57","COMELC",2044,0.000443807195409722
"STC","TM57","COMELC",2045,0.000449728766679267
"STC","TM57","COMELC",2046,0.000455650342215335
"STC","TM57","COMELC",2047,0.00046157191348488
"STC","TM57","COMELC",2048,0.000467493489020948
"STC","TM57","COMELC",2049,0.000473415060290493
"STC","TM57","COMELC",2050,0.000473450314570042
"STC","TM57","RESELC",2019,0.000195481485816868
"STC","TM57","RESELC",2020,0.000199797824739416
"STC","TM57","RESELC",2021,0.00020423828534908
"STC","TM57","RESELC",2022,0.000208807714415988
"STC","TM57","RESELC",2023,0.00021206744038454
"STC","TM57","RESELC",2024,0.000220383900610968
"STC","TM57","RESELC",2025,0.000228911327600177
"STC","TM57","RESELC",2026,0.000234960199116473
"STC","TM57","RESELC",2027,0.000241026486579655
"STC","TM57","RESELC",2028,0.000247110317985413
"STC","TM57","RESELC",2029,0.000253211817062914
"STC","TM57","RESELC",2030,0.000259331111807848
"STC","TM57","RESELC",2031,0.00026229145585749
"STC","TM57","RESELC",2032,0.000265286930457514
"STC","TM57","RESELC",2033,0.00026831796226022
"STC","TM57","RESELC",2034,0.000271384999250523
"STC","TM57","RESELC",2035,0.000274488480880292
"STC","TM57","RESELC",2036,0.000277628863667488
"STC","TM57","RESELC",2037,0.000280806604130072
"STC","TM57","RESELC",2038,0.000284022158786005
"STC","TM57","RESELC",2039,0.000287276005485863
"STC","TM57","RESELC",2040,0.000290568613547176
"STC","TM57","RESELC",2041,0.000293900469353566
"STC","TM57","RESELC",2042,0.000297272055022132
"STC","TM57","RESELC",2043,0.000300683865469542
"STC","TM57","RESELC",2044,0.000304750045349031
"STC","TM57","RESELC",2045,0.00030881622522852
"STC","TM57","RESELC",2046,0.000312882405108009
"STC","TM57","RESELC",2047,0.000316948584987498
"STC","TM57","RESELC",2048,0.000321014764866987
"STC","TM57","RESELC",2049,0.000325080944746476
"STC","TM57","RESELC",2050,0.000325116194759502
"STC","TM57","TX",2025,0.000254221505397318
"STC","TM57","TX",2026,0.000292381021308145
"STC","TM57","TX",2027,0.000330059166403383
"STC","TM57","TX",2028,0.000367920642039426
"STC","TM57","TX",2029,0.000405926011973826
"STC","TM57","TX",2030,0.000436689247526282
"STC","TM57","TX",2031,0.000457672992938226
"STC","TM57","TX",2032,0.00047662581548826
"STC","TM57","TX",2033,0.000495131010512012
"STC","TM57","TX",2034,0.000511152943738076
"STC","TM57","TX",2035,0.000526000492711019
"STC","TM57","TX",2036,0.000539165283258974
"STC","TM57","TX",2037,0.000551630560369259
"STC","TM57","TX",2038,0.000561910594144559
"STC","TM57","TX",2039,0.000572126936643339
"STC","TM57","TX",2040,0.000580479502256912
"STC","TM57","TX",2041,0.00059103345214541
"STC","TM57","TX",2042,0.000601587380221827
"STC","TM57","TX",2043,0.000612141330110325
"STC","TM57","TX",2044,0.000622695258186742
"STC","TM57","TX",2045,0.00063324920807524
"STC","TM57","TX",2046,0.000643803136151657
"STC","TM57","TX",2047,0.000654357086040155
"STC","TM57","TX",2048,0.000664911014116572
"STC","TM57","TX",2049,0.00067546496400507
"STC","TM57","TX",2050,0.000686018913893568
"STC","TM58","COMELC",2019,0.000332863415769456
"STC","TM58","COMELC",2020,0.000223718118433128
"STC","TM58","COMELC",2021,0.000238183663443363
"STC","TM58","COMELC",2022,0.000346406537637963
"STC","TM58","COMELC",2023,0.000355165334429796
"STC","TM58","COMELC",2024,0.000368380906500222
"STC","TM58","COMELC",2025,0.000381617100300249
"STC","TM58","COMELC",2026,0.000394577538413751
"STC","TM58","COMELC",2027,0.000407537971871184
"STC","TM58","COMELC",2028,0.000420498409984686
"STC","TM58","COMELC",2029,0.000433458848098188
"STC","TM58","COMELC",2030,0.00044641928621169
"STC","TM58","COMELC",2031,0.000448696485750348
"STC","TM58","COMELC",2032,0.000450996453466416
"STC","TM58","COMELC",2033,0.000453319422163344
"STC","TM58","COMELC",2034,0.000455665624644582
"STC","TM58","COMELC",2035,0.000458035284401442
"STC","TM58","COMELC",2036,0.000460428638893443
"STC","TM58","COMELC",2037,0.000462845930236173
"STC","TM58","COMELC",2038,0.000465287395889151
"STC","TM58","COMELC",2039,0.000467753273311896
"STC","TM58","COMELC",2040,0.000470243813932134
"STC","TM58","COMELC",2041,0.000472759255209384
"STC","TM58","COMELC",2042,0.000475299853227441
"STC","TM58","COMELC",2043,0.000477865854757962
"STC","TM58","COMELC",2044,0.000484328087420166
"STC","TM58","COMELC",2045,0.000490790315426301
"STC","TM58","COMELC",2046,0.000497252548088505
"STC","TM58","COMELC",2047,0.00050371477609464
"STC","TM58","COMELC",2048,0.000510177008756844
"STC","TM58","COMELC",2049,0.000516639236762979
"STC","TM58","COMELC",2050,0.000516677709861126
"STC","TM58","RESELC",2019,0.000213329515904604
"STC","TM58","RESELC",2020,0.000218039949166248
"STC","TM58","RESELC",2021,0.00022288583678724
"STC","TM58","RESELC",2022,0.000227872468061964
"STC","TM58","RESELC",2023,0.00023142981652362
"STC","TM58","RESELC",2024,0.000240505593836904
"STC","TM58","RESELC",2025,0.000249811599794031
"STC","TM58","RESELC",2026,0.000256412750930919
"STC","TM58","RESELC",2027,0.000263032908141465
"STC","TM58","RESELC",2028,0.000269672211107739
"STC","TM58","RESELC",2029,0.000276330794855742
"STC","TM58","RESELC",2030,0.000283008799067544
"STC","TM58","RESELC",2031,0.00028623943116747
"STC","TM58","RESELC",2032,0.000289508401339542
"STC","TM58","RESELC",2033,0.00029281617519066
"STC","TM58","RESELC",2034,0.000296163241608069
"STC","TM58","RESELC",2035,0.000299550080166876
"STC","TM58","RESELC",2036,0.000302977189066464
"STC","TM58","RESELC",2037,0.000306445066506216
"STC","TM58","RESELC",2038,0.000309954210685515
"STC","TM58","RESELC",2039,0.000313505143084089
"STC","TM58","RESELC",2040,0.000317098375869528
"STC","TM58","RESELC",2041,0.000320734439833698
"STC","TM58","RESELC",2042,0.000324413861112396
"STC","TM58","RESELC",2043,0.000328137179809626
"STC","TM58","RESELC",2044,0.000332574613777593
"STC","TM58","RESELC",2045,0.00033701204774556
"STC","TM58","RESELC",2046,0.000341449481713527
"STC","TM58","RESELC",2047,0.000345886915681494
"STC","TM58","RESELC",2048,0.000350324349649461
"STC","TM58","RESELC",2049,0.000354761783617428
"STC","TM58","RESELC",2050,0.000354800252059506
"STC","TM58","TX",2025,0.000180984235357002
"STC","TM58","TX",2026,0.000208150586991655
"STC","TM58","TX",2027,0.000234974243271537
"STC","TM58","TX",2028,0.000261928415408814
"STC","TM58","TX",2029,0.000288985028130414
"STC","TM58","TX",2030,0.000310885852983398
"STC","TM58","TX",2031,0.000325824507022014
"STC","TM58","TX",2032,0.00033931731555414
"STC","TM58","TX",2033,0.000352491451102868
"STC","TM58","TX",2034,0.000363897714036164
"STC","TM58","TX",2035,0.000374467914592541
"STC","TM58","TX",2036,0.000383840133308786
"STC","TM58","TX",2037,0.000392714357551901
"STC","TM58","TX",2038,0.000400032873148601
"STC","TM58","TX",2039,0.000407306045937021
"STC","TM58","TX",2040,0.000413252367033968
"STC","TM58","TX",2041,0.00042076588776299
"STC","TM58","TX",2042,0.000428279392963653
"STC","TM58","TX",2043,0.000435792913692675
"STC","TM58","TX",2044,0.000443306418893338
"STC","TM58","TX",2045,0.00045081993962236
"STC","TM58","TX",2046,0.000458333444823023
"STC","TM58","TX",2047,0.000465846965552045
"STC","TM58","TX",2048,0.000473360470752708
"STC","TM58","TX",2049,0.00048087399148173
"STC","TM58","TX",2050,0.000488387512210752
"STC","TM59","COMELC",2019,0.000495780485516784
"STC","TM59","COMELC",2020,0.000333214982845992
"STC","TM59","COMELC",2021,0.000354760561568907
"STC","TM59","COMELC",2022,0.000515952169208307
"STC","TM59","COMELC",2023,0.000528997882015044
"STC","TM59","COMELC",2024,0.000548681699542158
"STC","TM59","COMELC",2025,0.000568396231922961
"STC","TM59","COMELC",2026,0.000587700042423039
"STC","TM59","COMELC",2027,0.000607003845988176
"STC","TM59","COMELC",2028,0.000626307656488254
"STC","TM59","COMELC",2029,0.000645611466988332
"STC","TM59","COMELC",2030,0.00066491527748841
"STC","TM59","COMELC",2031,0.000668307032302572
"STC","TM59","COMELC",2032,0.000671732698978224
"STC","TM59","COMELC",2033,0.000675192624262416
"STC","TM59","COMELC",2034,0.000678687154902198
"STC","TM59","COMELC",2035,0.000682216623774738
"STC","TM59","COMELC",2036,0.000685781384562027
"STC","TM59","COMELC",2037,0.000689381797880997
"STC","TM59","COMELC",2038,0.000693018217413639
"STC","TM59","COMELC",2039,0.000696690996841944
"STC","TM59","COMELC",2040,0.000700400510652726
"STC","TM59","COMELC",2041,0.000704147112527976
"STC","TM59","COMELC",2042,0.000707931183889449
"STC","TM59","COMELC",2043,0.000711753092289018
"STC","TM59","COMELC",2044,0.000721378207861974
"STC","TM59","COMELC",2045,0.000731003316499989
"STC","TM59","COMELC",2046,0.000740628432072945
"STC","TM59","COMELC",2047,0.00075025354071096
"STC","TM59","COMELC",2048,0.000759878656283916
"STC","TM59","COMELC",2049,0.000769503764921931
"STC","TM59","COMELC",2050,0.000769561068339414
"STC","TM59","RESELC",2019,0.000317741770226556
"STC","TM59","RESELC",2020,0.000324757683597672
"STC","TM59","RESELC",2021,0.00033197534827236
"STC","TM59","RESELC",2022,0.000339402642343596
"STC","TM59","RESELC",2023,0.00034470110370618
"STC","TM59","RESELC",2024,0.000358218940361256
"STC","TM59","RESELC",2025,0.000372079689043959
"STC","TM59","RESELC",2026,0.000381911715516591
"STC","TM59","RESELC",2027,0.000391772050418385
"STC","TM59","RESELC",2028,0.000401660901797571
"STC","TM59","RESELC",2029,0.000411578470767438
"STC","TM59","RESELC",2030,0.000421524965376216
"STC","TM59","RESELC",2031,0.00042633680192883
"STC","TM59","RESELC",2032,0.000431205740785638
"STC","TM59","RESELC",2033,0.00043613247544074
"STC","TM59","RESELC",2034,0.000441117734062941
"STC","TM59","RESELC",2035,0.000446162230951164
"STC","TM59","RESELC",2036,0.000451266708144096
"STC","TM59","RESELC",2037,0.000456431907680424
"STC","TM59","RESELC",2038,0.000461658571598835
"STC","TM59","RESELC",2039,0.000466947476612721
"STC","TM59","RESELC",2040,0.000472299385565592
"STC","TM59","RESELC",2041,0.000477715089040722
"STC","TM59","RESELC",2042,0.000483195370686444
"STC","TM59","RESELC",2043,0.000488741034955914
"STC","TM59","RESELC",2044,0.000495350331931377
"STC","TM59","RESELC",2045,0.00050195962890684
"STC","TM59","RESELC",2046,0.000508568925882303
"STC","TM59","RESELC",2047,0.000515178222857766
"STC","TM59","RESELC",2048,0.000521787519833229
"STC","TM59","RESELC",2049,0.000528396816808692
"STC","TM59","RESELC",2050,0.000528454113291234
"STC","TM59","TX",2025,4.1752487087754e-05
"STC","TM59","TX",2026,4.8019677948935e-05
"STC","TM59","TX",2027,5.4207810082449e-05
"STC","TM59","TX",2028,6.0426051808878e-05
"STC","TM59","TX",2029,6.6667926252078e-05
"STC","TM59","TX",2030,7.1720376843046e-05
"STC","TM59","TX",2031,7.5166676785278e-05
"STC","TM59","TX",2032,7.827942477078e-05
"STC","TM59","TX",2033,8.1318655913236e-05
"STC","TM59","TX",2034,8.3950044469828e-05
"STC","TM59","TX",2035,8.6388556096957e-05
"STC","TM59","TX",2036,8.8550697126322e-05
"STC","TM59","TX",2037,9.0597952415677e-05
"STC","TM59","TX",2038,9.2286310671577e-05
"STC","TM59","TX",2039,9.3964208485917e-05
"STC","TM59","TX",2040,9.5336005837936e-05
"STC","TM59","TX",2041,9.706935115723e-05
"STC","TM59","TX",2042,9.8802692894181e-05
"STC","TM59","TX",2043,0.000100536038213475
"STC","TM59","TX",2044,0.000102269379950426
"STC","TM59","TX",2045,0.00010400272526972
"STC","TM59","TX",2046,0.000105736067006671
"STC","TM59","TX",2047,0.000107469412325965
"STC","TM59","TX",2048,0.000109202754062916
"STC","TM59","TX",2049,0.00011093609938221
"STC","TM59","TX",2050,0.000112669444701504
"STC","TM60","COMELC",2019,0.00062383012874416
"STC","TM60","COMELC",2020,0.00041927738529608
"STC","TM60","COMELC",2021,0.00044638773259943
"STC","TM60","COMELC",2022,0.00064921173290543
"STC","TM60","COMELC",2023,0.00066562687819156
"STC","TM60","COMELC",2024,0.00069039461064742
"STC","TM60","COMELC",2025,0.00071520099095589
"STC","TM60","COMELC",2026,0.00073949056858411
"STC","TM60","COMELC",2027,0.00076378013748624
"STC","TM60","COMELC",2028,0.00078806971511446
"STC","TM60","COMELC",2029,0.00081235929274268
"STC","TM60","COMELC",2030,0.0008366488703709
"STC","TM60","COMELC",2031,0.00084091664392028
"STC","TM60","COMELC",2032,0.00084522708804976
"STC","TM60","COMELC",2033,0.00084958063906384
"STC","TM60","COMELC",2034,0.00085397773326702
"STC","TM60","COMELC",2035,0.00085841878951162
"STC","TM60","COMELC",2036,0.00086290425282823
"STC","TM60","COMELC",2037,0.00086743457697353
"STC","TM60","COMELC",2038,0.00087201020697811
"STC","TM60","COMELC",2039,0.00087663158787256
"STC","TM60","COMELC",2040,0.00088129919086574
"STC","TM60","COMELC",2041,0.00088601346098824
"STC","TM60","COMELC",2042,0.00089077487817501
"STC","TM60","COMELC",2043,0.00089558390490882
"STC","TM60","COMELC",2044,0.00090769498483726
"STC","TM60","COMELC",2045,0.00091980605603961
"STC","TM60","COMELC",2046,0.00093191713596805
"STC","TM60","COMELC",2047,0.0009440282071704
"STC","TM60","COMELC",2048,0.00095613928709884
"STC","TM60","COMELC",2049,0.00096825035830119
"STC","TM60","COMELC",2050,0.00096832246198286
"STC","TM60","RESELC",2019,0.00039980776819244
"STC","TM60","RESELC",2020,0.00040863574401928
"STC","TM60","RESELC",2021,0.0004177175792564
"STC","TM60","RESELC",2022,0.00042706318674204
"STC","TM60","RESELC",2023,0.0004337301289282
"STC","TM60","RESELC",2024,0.00045073933769544
"STC","TM60","RESELC",2025,0.00046818002543491
"STC","TM60","RESELC",2026,0.00048055145698459
"STC","TM60","RESELC",2027,0.00049295850843365
"STC","TM60","RESELC",2028,0.00050540144156479
"STC","TM60","RESELC",2029,0.00051788050943462
"STC","TM60","RESELC",2030,0.00053039597382584
"STC","TM60","RESELC",2031,0.0005364506062767
"STC","TM60","RESELC",2032,0.00054257708935262
"STC","TM60","RESELC",2033,0.0005487762956626
"STC","TM60","RESELC",2034,0.00055504914144609
"STC","TM60","RESELC",2035,0.00056139652549036
"STC","TM60","RESELC",2036,0.00056781938148704
"STC","TM60","RESELC",2037,0.00057431864312776
"STC","TM60","RESELC",2038,0.00058089524410415
"STC","TM60","RESELC",2039,0.00058755016173829
"STC","TM60","RESELC",2040,0.00059428435590008
"STC","TM60","RESELC",2041,0.00060109882136378
"STC","TM60","RESELC",2042,0.00060799454417756
"STC","TM60","RESELC",2043,0.00061497253656786
"STC","TM60","RESELC",2044,0.00062328887555973
"STC","TM60","RESELC",2045,0.0006316052145516
"STC","TM60","RESELC",2046,0.00063992155354347
"STC","TM60","RESELC",2047,0.00064823789253534
"STC","TM60","RESELC",2048,0.00065655423152721
"STC","TM60","RESELC",2049,0.00066487057051908
"STC","TM60","RESELC",2050,0.00066494266547466
"STC","TM60","TX",2025,5.6238035745288e-05
"STC","TM60","TX",2026,6.467955691582e-05
"STC","TM60","TX",2027,7.3014590835828e-05
"STC","TM60","TX",2028,8.1390180528216e-05
"STC","TM60","TX",2029,8.9797602038616e-05
"STC","TM60","TX",2030,9.6602942672312e-05
"STC","TM60","TX",2031,0.000101244897029016
"STC","TM60","TX",2032,0.00010543757738616
"STC","TM60","TX",2033,0.000109531235070992
"STC","TM60","TX",2034,0.000113075553841616
"STC","TM60","TX",2035,0.000116360079234404
"STC","TM60","TX",2036,0.000119272350406184
"STC","TM60","TX",2037,0.000122029877542244
"STC","TM60","TX",2038,0.000124303992417044
"STC","TM60","TX",2039,0.000126564017719524
"STC","TM60","TX",2040,0.000128411744499392
"STC","TM60","TX",2041,0.00013074645418556
"STC","TM60","TX",2042,0.000133081159046532
"STC","TM60","TX",2043,0.0001354158687327
