REGION,TIMESLICE,TECHNOLOGY,FUEL,YEAR,VALUE
"SC","TM02","DEMRESELC","ELC002",2021,0.0118927832011208
"SC","TM02","DEMRESELC","ELC002",2022,0.0121589590700628
"SC","TM02","DEMRESELC","ELC002",2023,0.0123488732907334
"SC","TM02","DEMRESELC","ELC002",2024,0.0128332503052091
"SC","TM02","DEMRESELC","ELC002",2025,0.0133299194877129
"SC","TM02","DEMRESELC","ELC002",2026,0.0136820304604401
"SC","TM02","DEMRESELC","ELC002",2027,0.014035148371091
"SC","TM02","DEMRESELC","ELC002",2028,0.0143892805203867
"SC","TM02","DEMRESELC","ELC002",2029,0.0147444353322363
"SC","TM02","DEMRESELC","ELC002",2030,0.015100619545767
"SC","TM02","DEMRESELC","ELC002",2031,0.0152728553509883
"SC","TM02","DEMRESELC","ELC002",2032,0.0154471331117537
"SC","TM02","DEMRESELC","ELC002",2033,0.0156234775381963
"SC","TM02","DEMRESELC","ELC002",2034,0.0158019150252311
"SC","TM02","DEMRESELC","ELC002",2035,0.015982471406179
"SC","TM02","DEMRESELC","ELC002",2036,0.0161651719527669
"SC","TM02","DEMRESELC","ELC002",2037,0.0163500436215039
"SC","TM02","DEMRESELC","ELC002",2038,0.0165371139304925
"SC","TM02","DEMRESELC","ELC002",2039,0.0167264098362418
"SC","TM02","DEMRESELC","ELC002",2040,0.0169179582952604
"SC","TM02","DEMRESELC","ELC002",2041,0.017111787948839
"SC","TM02","DEMRESELC","ELC002",2042,0.0173079268766744
"SC","TM02","DEMRESELC","ELC002",2043,0.0175064037200571
"SC","TM02","DEMRESELC","ELC002",2044,0.0177431447661349
"SC","TM02","DEMRESELC","ELC002",2045,0.0179798858122127
"SC","TM02","DEMRESELC","ELC002",2046,0.0182166262966965
"SC","TM02","DEMRESELC","ELC002",2047,0.0184533673427743
"SC","TM02","DEMRESELC","ELC002",2048,0.0186901083888521
"SC","TM02","DEMRESELC","ELC002",2049,0.0189268494349299
"SC","TM02","DEMRESELC","ELC002",2050,0.0191635904810077
"SC","TM02","DEMCOMELC","ELC002",2019,0.0222782359282412
"SC","TM02","DEMCOMELC","ELC002",2020,0.0165990757124218
"SC","TM02","DEMCOMELC","ELC002",2021,0.0174072717204162
"SC","TM02","DEMCOMELC","ELC002",2022,0.02313617624213
"SC","TM02","DEMCOMELC","ELC002",2023,0.0236120563403839
"SC","TM02","DEMCOMELC","ELC002",2024,0.0244370872497387
"SC","TM02","DEMCOMELC","ELC002",2025,0.0252632424701494
"SC","TM02","DEMCOMELC","ELC002",2026,0.0260743711216673
"SC","TM02","DEMCOMELC","ELC002",2027,0.0268854997731852
"SC","TM02","DEMCOMELC","ELC002",2028,0.0276966289862971
"SC","TM02","DEMCOMELC","ELC002",2029,0.028507757637815
"SC","TM02","DEMCOMELC","ELC002",2030,0.0293188862893329
"SC","TM02","DEMCOMELC","ELC002",2031,0.0294973063669557
"SC","TM02","DEMCOMELC","ELC002",2032,0.029677510066913
"SC","TM02","DEMCOMELC","ELC002",2033,0.0298595159218045
"SC","TM02","DEMCOMELC","ELC002",2034,0.0300433419026363
"SC","TM02","DEMCOMELC","ELC002",2035,0.0302290059804142
"SC","TM02","DEMCOMELC","ELC002",2036,0.0304165266877379
"SC","TM02","DEMCOMELC","ELC002",2037,0.0306059231188013
"SC","TM02","DEMCOMELC","ELC002",2038,0.0307972126830164
"SC","TM02","DEMCOMELC","ELC002",2039,0.0309904155977646
"SC","TM02","DEMCOMELC","ELC002",2040,0.0311855509572399
"SC","TM02","DEMCOMELC","ELC002",2041,0.031382636732448
"SC","TM02","DEMCOMELC","ELC002",2042,0.0315816942639585
"SC","TM02","DEMCOMELC","ELC002",2043,0.0317827420843712
"SC","TM02","DEMCOMELC","ELC002",2044,0.032212543400338
"SC","TM02","DEMCOMELC","ELC002",2045,0.0326423447163048
"SC","TM02","DEMCOMELC","ELC002",2046,0.0330721460322717
"SC","TM02","DEMCOMELC","ELC002",2047,0.0335019473482385
"SC","TM02","DEMCOMELC","ELC002",2048,0.0339317486642053
"SC","TM02","DEMCOMELC","ELC002",2049,0.0343615499801721
"SC","TM02","DEMCOMELC","ELC002",2050,0.0347913512961389
"SC","TM02","PWRDIST","ELC001",2019,0.0336609244822712
"SC","TM02","PWRDIST","ELC001",2020,0.0282331966098439
"SC","TM02","PWRDIST","ELC001",2021,0.029300054921537
"SC","TM02","PWRDIST","ELC001",2022,0.0352951353121929
"SC","TM02","PWRDIST","ELC001",2023,0.0359609296311173
"SC","TM02","PWRDIST","ELC001",2024,0.0372703375549479
"SC","TM02","PWRDIST","ELC001",2025,0.0385931619578623
"SC","TM02","PWRDIST","ELC001",2026,0.0397564015821074
"SC","TM02","PWRDIST","ELC001",2027,0.0409206481442762
"SC","TM02","PWRDIST","ELC001",2028,0.0420859095066838
"SC","TM02","PWRDIST","ELC001",2029,0.0432521929700513
"SC","TM02","PWRDIST","ELC001",2030,0.0444195058350998
"SC","TM02","PWRDIST","ELC001",2031,0.044770161717944
"SC","TM02","PWRDIST","ELC001",2032,0.0451246431786667
"SC","TM02","PWRDIST","ELC001",2033,0.0454829934600009
"SC","TM02","PWRDIST","ELC001",2034,0.0458452569278674
"SC","TM02","PWRDIST","ELC001",2035,0.0462114773865931
"SC","TM02","PWRDIST","ELC001",2036,0.0465816986405049
